CRN,SUBJ,CRSE,TITLE,DAYS,START TIME,END TIME,BLDG,ROOM,INSTRUCTOR,START DATE,END DATE,WEEKS,SEATS LEFT,STATUS
75702,AUTO,76,AUTOMOTIVE BRAKE SYSTEMS,TTH,1:00 PM,5:00 PM,MIRA,S301,"MONROE, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96802,AUTO,76,AUTOMOTIVE BRAKE SYSTEMS,MW,6:00 PM,10:05 PM,MIRA,S201,"GOODMAN, V",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
58394,AVIA,101,PRIVATE PILOT GROUND SCHOOL,M,3:00 PM,6:10 PM,MIRA,F1105,"ANDREWS, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58834,AVIA,101,PRIVATE PILOT GROUND SCHOOL,TH,5:30 PM,8:40 PM,MIRA,F1105,"GANDOLFI, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
834,AVIA,101L,PRIVATE PILOT FLIGHT LAB,F,9:35 AM,12:45 PM,MIRA,F1104,"GANDOLFI, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
817,AVIA,101L,PRIVATE PILOT FLIGHT LAB,T,5:30 PM,8:40 PM,MIRA,F1104,"MAI, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59741,AVIA,105,INTRO TO AVIATION/AEROSPACE,W,5:30 PM,8:40 PM,MIRA,F1108,"HUNTLEY, A",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
68579,AVIA,128,GROUP DYNAMICS I,M,6:35 PM,9:45 PM,MIRA,F1105,"PRESLEY, K",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
72899,AVIA,133,HUMAN FACTORS IN AVIATION,T,5:30 PM,8:40 PM,MIRA,F1105,"SHORT, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
779,AVIA,196L,ADVANCED INSTRUMENT FLIGHT LAB,M,6:35 PM,9:45 PM,MIRA,F1104,"ANDREWS, J",8/19/2013,12/16/2013,16,7,ADD CODE REQUIRED
56562,AVIA,201,COMMERCIAL PILOT GROUND SCHOOL,W,5:30 PM,8:40 PM,MIRA,F1105,"MAI, R",8/19/2013,12/16/2013,16,9,ADD CODE REQUIRED
843,AVIA,211L,BASIC VFR INSTRUCTOR LAB,F,9:35 AM,12:45 PM,MIRA,F1104,"GANDOLFI, N",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
826,AVIA,211L,BASIC VFR INSTRUCTOR LAB,T,5:30 PM,8:40 PM,MIRA,F1104,"MAI, R",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
798,AVIA,228,GROUP DYNAMICS,M,6:35 PM,9:45 PM,MIRA,F1105,"PRESLEY, K",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
98460,AVIA,270,WORK EXPERIENCE,TBA,0:00,0:00,MIRA,CLSRM,"GANDOLFI, N",9/9/2013,12/7/2013,12,5,OPEN
59770,AVIM,101G,GEN AVIA TECH THEORY I,MT,7:00 AM,10:10 AM,MIRA,F1110,"PINK, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59764,AVIM,101G,GEN AVIA TECH THEORY I,MT,4:30 PM,7:40 PM,MIRA,F1110,"BUSER, D",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
59808,AVIM,101H,GEN AVIA TECH THEORY II,WTH,7:00 AM,10:10 AM,MIRA,F1110,"PINK, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59813,AVIM,101H,GEN AVIA TECH THEORY II,WTH,4:30 PM,7:40 PM,MIRA,F1110,"BUSER, D",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
59788,AVIM,102G,GEN AVIA MAINT TECH PRAC I,MT,10:20 AM,1:30 PM,MIRA,F1100,"RICHARDS, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59797,AVIM,102G,GEN AVIA MAINT TECH PRAC I,MT,7:50 PM,11:00 PM,MIRA,F1100,"BUSER, D",8/19/2013,12/16/2013,16,5,ADD CODE REQUIRED
59824,AVIM,102H,GEN AVIA MAINT TECH PRAC II,WTH,10:20 AM,1:30 PM,MIRA,F1100,"RICHARDS, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59831,AVIM,102H,GEN AVIA MAINT TECH PRAC II,WTH,7:50 PM,11:00 PM,MIRA,F1100,"BUSER, D",8/19/2013,12/16/2013,16,6,ADD CODE REQUIRED
3376,AVIM,103A,AIRCRAFT WOOD/FAB/FIN/COMPOSIT,T,4:30 PM,7:40 PM,MIRA,F1109,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
92419,AVIM,103B,AIRCRAFT WELD/SHEETMETAL STRUC,S,9:00 AM,12:10 PM,MIRA,F1109,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96477,AVIM,103C,AIRCRAFT HYDRAULIC SYSTEMS,M,4:30 PM,7:40 PM,MIRA,F1109,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3387,AVIM,104A,APPLD AIRCRFT WOOD/FAB/FINISH,T,7:50 PM,11:00 PM,MIRA,F1100,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3387,AVIM,104A,APPLD AIRCRFT WOOD/FAB/FINISH,TH,6:00 PM,7:30 PM,MIRA,F1100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
81825,AVIM,104B,APPLD AIRCRFT WELD/SHEETMETAL,S,12:20 PM,4:50 PM,MIRA,F1100,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96509,AVIM,104C,APPLD AIRCRFT HYDRAULIC SYSTEM,M,7:50 PM,11:00 PM,MIRA,F1100,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3310,AVIM,105A,AIRCRFT CABIN ATMOSPH CONTROL,W,11:00 AM,12:25 PM,MIRA,F1109,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3296,AVIM,105B,AIRCRFT ASMBLY/RIGGING/INSPECT,M,1:40 PM,3:05 PM,MIRA,F1109,"SIMS, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3328,AVIM,106A,AIRCRAFT CABIN ATMOSPHERE CNTL,W,12:35 PM,2:00 PM,MIRA,F1100,"CHLAPECKA, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3304,AVIM,106B,APPLD AIRCRFT ASSEMBLY/RIGGING,T,10:40 AM,1:30 PM,MIRA,F1100,"SIMS, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3393,AVIM,107B,TURBINE ENGINES,W,7:50 PM,11:00 PM,MIRA,F1100,"BOSSELMAN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3409,AVIM,108B,TURBINE ENGINES LAB,W,4:30 PM,7:40 PM,MIRA,F1109,"BOSSELMAN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
81726,AVIM,109A,AIRFRAME ELECTRICAL SYSTEM,F,4:30 PM,7:40 PM,MIRA,F1109,"PINK, L",8/19/2013,12/16/2013,16,7,ADD CODE REQUIRED
96523,AVIM,109B,POWERPLANT IGNITION SYSTEMS,T,7:00 AM,8:55 AM,MIRA,F1108,"NORTH, W",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96700,AVIM,109D,AIRCRFT FIRE PROTECT/DIG LOGIC,TH,7:50 PM,8:50 PM,MIRA,F1109,"PROKOP, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
84011,AVIM,110A,AIRFRAME ELECTRICAL SYSTEMS,F,7:50 PM,11:00 PM,MIRA,F1100,"PINK, L",8/19/2013,12/16/2013,16,9,ADD CODE REQUIRED
96697,AVIM,110B,APPLIED POWERPLNT IGNIT SYST,T,9:05 AM,10:30 AM,MIRA,F1108,"NORTH, W",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3355,AVIM,111C,RECIPROCATING ENGINES I,T,4:30 PM,7:40 PM,MIRA,F1108,"BOSSELMAN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
66596,AVIM,111D,RECIPROCATING ENGINES II,TH,7:00 AM,10:10 AM,MFAF,CLSRM,"BOSSELMAN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3361,AVIM,112C,APPLIED RECIPROCAT ENGINE I,T,7:50 PM,11:00 PM,MIRA,F1100,"BOSSELMAN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3361,AVIM,112C,APPLIED RECIPROCAT ENGINE I,TH,4:30 PM,7:40 PM,MIRA,F1100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
66602,AVIM,112D,APPLIED RECIPROCAT ENGINES II,TH,10:20 AM,1:30 PM,MFAF,CLSRM,"BOSSELMAN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3332,AVIM,120,BASIC D.C. ELECTRONICS THEORY,F,7:00 AM,10:10 AM,MIRA,F1108,"ALBERT, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96711,AVIM,120,BASIC D.C. ELECTRONICS THEORY,F,4:30 PM,7:40 PM,MIRA,F1108,"PROKOP, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3349,AVIM,121A,APPLIED D.C.ELECTRONICS THEORY,F,10:20 AM,3:00 PM,MIRA,F1108,"ALBERT, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96725,AVIM,121A,APPLIED D.C.ELECTRONICS THEORY,TH,9:00 PM,10:30 PM,MIRA,F108,"PROKOP, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
96725,AVIM,121A,APPLIED D.C.ELECTRONICS THEORY,F,7:50 PM,11:00 PM,MIRA,F108,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3273,AVIM,241,AIRCRAFT PROPELLER SYSTEMS,M,7:00 AM,10:10 AM,MIRA,F1109,"NORTH, W",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3284,AVIM,242,APPLIED AIRCRAFT PROPELLER SYS,M,10:20 AM,1:30 PM,MIRA,F1100,"NORTH, W",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54515,BANK,102,MORTGAGE BROKERAGE AND BANKING,TH,6:35 PM,8:55 PM,MIRA,M101,"KEYES, D",8/19/2013,12/16/2013,16,21,ADD CODE REQUIRED
54515,BANK,102,MORTGAGE BROKERAGE AND BANKING,TBA,0:00,0:00,MIRA,WEB,,8/19/2013,12/16/2013,16,21,ADD CODE REQUIRED
6891,BANK,106,LOAN UNDERWRITING,T,6:35 PM,8:50 PM,MIRA,M101,"NONAKA, R",8/19/2013,12/16/2013,16,17,ADD CODE REQUIRED
6891,BANK,106,LOAN UNDERWRITING,TBA,0:00,0:00,MIRA,WEB,,8/19/2013,12/16/2013,16,17,ADD CODE REQUIRED
75239,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TBA,0:00,0:00,MIRA,WEB,"TRUBOVITZ, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75239,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,F,9:35 AM,12:45 PM,MIRA,S5100,"WOOD, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75242,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TBA,0:00,0:00,MIRA,WEB,"TRUBOVITZ, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75242,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,F,1:15 PM,4:25 PM,MIRA,S5100,"WOOD, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58910,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TTH,7:50 AM,9:15 AM,MIRA,S5104,"LOWE, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58910,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,T,9:25 AM,12:30 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58928,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TTH,7:50 AM,9:15 AM,MIRA,S5104,"LOWE, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58928,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TH,9:25 AM,12:30 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58878,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,MW,8:00 AM,9:25 AM,MIRA,S5104,"BALDWIN, G",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58878,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,M,9:35 AM,12:35 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58880,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,MW,8:00 AM,9:25 AM,MIRA,S5104,"BALDWIN, G",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58880,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,W,9:35 AM,12:35 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58899,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,MW,11:10 AM,12:35 PM,MIRA,S5104,"FLOWER, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58899,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,M,1:30 PM,4:35 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58932,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TTH,11:10 AM,12:35 PM,MIRA,S5104,"FLOWER, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58932,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,T,1:30 PM,4:35 PM,MIRA,S5100,"JOBE, T",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58904,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,MW,11:10 AM,12:35 PM,MIRA,S5104,"FLOWER, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58904,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,W,1:30 PM,4:35 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58949,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TTH,11:10 AM,12:35 PM,MIRA,S5104,"FLOWER, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58949,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TH,1:30 PM,4:35 PM,MIRA,S5100,"JOBE, T",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58955,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,MW,5:00 PM,6:25 PM,MIRA,S5104,"TAMRAKAR, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58955,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,M,6:35 PM,9:40 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
76999,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TTH,5:00 PM,6:25 PM,MIRA,S5104,"BELLER, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
76999,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,T,6:35 PM,9:45 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58961,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,MW,5:00 PM,6:25 PM,MIRA,S5104,"TAMRAKAR, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
58961,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,W,6:35 PM,9:40 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
77003,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TTH,5:00 PM,6:25 PM,MIRA,S5104,"BELLER, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
77003,BIOL,107,GENERAL BIOLOGY LECTURE/LAB,TH,6:35 PM,9:45 PM,MIRA,S5100,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
62527,BIOL,115,MARINE BIOLOGY,MW,1:30 PM,4:40 PM,MIRA,A120,"LOWE, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
94030,BIOL,131,INTRODUCTION TO BIOTECHNOLOGY,F,9:00 AM,12:10 PM,MIRA,S5102,"PRICE, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
94030,BIOL,131,INTRODUCTION TO BIOTECHNOLOGY,TBA,0:00,0:00,MIRA,WEB,"BOWERS, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
87173,BIOL,133,APPLIED BIOTECHNOLOGY II,TTH,5:25 PM,9:40 PM,MIRA,S5102,"MANSFIELD, G",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
93146,BIOL,160,ELEMENTS/HUMAN ANATOMY/PHYSIOL,TTH,7:50 AM,9:15 AM,MIRA,M110,"PETTI, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
93146,BIOL,160,ELEMENTS/HUMAN ANATOMY/PHYSIOL,T,9:25 AM,12:30 PM,MIRA,S5212,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
69522,BIOL,160,ELEMENTS/HUMAN ANATOMY/PHYSIOL,TTH,7:50 AM,9:15 AM,MIRA,M110,"PETTI, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
69522,BIOL,160,ELEMENTS/HUMAN ANATOMY/PHYSIOL,TH,9:25 AM,12:30 PM,MIRA,S5212,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57225,BIOL,205,GENERAL MICROBIOLOGY,MW,7:50 AM,12:35 PM,MIRA,S5109,"TRUBOVITZ, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
93759,BIOL,205,GENERAL MICROBIOLOGY,TTH,7:50 AM,12:30 PM,MIRA,S5109,"MURPHY, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54425,BIOL,205,GENERAL MICROBIOLOGY,TTH,11:30 AM,12:55 PM,MIRA,S5107,"BRAWNER, T",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54425,BIOL,205,GENERAL MICROBIOLOGY,TTH,1:30 PM,4:35 PM,MIRA,S5109,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57233,BIOL,205,GENERAL MICROBIOLOGY,MW,5:00 PM,9:45 PM,MIRA,S5109,"DIBERNARDO-WAGNER, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
98912,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,8:00 AM,9:25 AM,MIRA,S5103,"HAIDAR, B",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
98912,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,M,9:35 AM,12:35 PM,MIRA,S5102,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
98929,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,8:00 AM,9:25 AM,MIRA,S5103,"HAIDAR, B",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
98929,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,W,9:35 AM,12:35 PM,MIRA,S5102,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55243,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,5:00 PM,6:25 PM,MIRA,S5103,"HURLEY, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55243,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,M,6:35 PM,9:40 PM,MIRA,S5102,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
97977,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,MW,5:00 PM,6:25 PM,MIRA,S5103,"HURLEY, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
97977,BIOL,210A,INTRO TO THE BIOL. SCIENCES I,W,6:35 PM,9:40 PM,MIRA,S5102,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65044,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,MW,7:50 AM,9:15 AM,MIRA,M110,"LOWE, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65044,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,M,9:25 AM,12:30 PM,MIRA,A120,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
86520,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,MW,7:50 AM,9:15 AM,MIRA,M110,"LOWE, A",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
86520,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,W,9:25 AM,12:30 PM,MIRA,A120,,8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
98492,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TTH,5:00 PM,6:25 PM,MIRA,M108,"FLOWER, P",8/19/2013,12/16/2013,16,8,ADD CODE REQUIRED
98492,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,T,6:35 PM,9:40 PM,MIRA,A120,"LEONARD, N",8/19/2013,12/16/2013,16,8,ADD CODE REQUIRED
57244,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TTH,5:00 PM,6:25 PM,MIRA,M108,STAFF,8/19/2013,12/16/2013,16,8,CANCELLED
57244,BIOL,210B,INTRO TO THE BIOL. SCIENCES II,TH,6:35 PM,9:40 PM,MIRA,A120,,8/19/2013,12/16/2013,16,8,CANCELLED
89177,BIOL,230,HUMAN ANATOMY,MW,8:00 AM,12:15 PM,MIRA,S5212,"WAAYERS, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55234,BIOL,230,HUMAN ANATOMY,MW,12:45 PM,4:50 PM,MIRA,S5212,"MCMAHON, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75250,BIOL,230,HUMAN ANATOMY,TTH,12:45 PM,4:50 PM,MIRA,S5212,"TRUBOVITZ, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57257,BIOL,230,HUMAN ANATOMY,MW,5:30 PM,9:45 PM,MIRA,S5212,"BOUTON-SANDER, F",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65187,BIOL,230,HUMAN ANATOMY,TTH,5:30 PM,9:45 PM,MIRA,S5212,"MCJILTON, W",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
87514,BIOL,231,MEDIA EXPERIENCE/HUMAN ANATOMY,TBA,0:00,0:00,MIRA,S5212,"MCMAHON, M",8/19/2013,12/16/2013,16,17,ADD CODE REQUIRED
68473,BIOL,232,EXPERIENCE/HUMAN DISSECTION,TH,1:15 PM,4:25 PM,MIRA,S5212,"PETTI, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57266,BIOL,235,HUMAN PHYSIOLOGY,TTH,11:10 AM,12:35 PM,MIRA,M110,"MCMAHON, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57266,BIOL,235,HUMAN PHYSIOLOGY,T,1:15 PM,4:25 PM,MIRA,A120,"LEONARD, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
72987,BIOL,235,HUMAN PHYSIOLOGY,TTH,11:10 AM,12:35 PM,MIRA,M110,"MCMAHON, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
72987,BIOL,235,HUMAN PHYSIOLOGY,TH,1:15 PM,4:25 PM,MIRA,A120,"LEONARD, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55333,BIOL,235,HUMAN PHYSIOLOGY,MW,5:00 PM,6:25 PM,MIRA,M110,"WOO, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55333,BIOL,235,HUMAN PHYSIOLOGY,M,6:35 PM,9:40 PM,MIRA,A120,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
93762,BIOL,235,HUMAN PHYSIOLOGY,MW,5:00 PM,6:25 PM,MIRA,M110,"WOO, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
93762,BIOL,235,HUMAN PHYSIOLOGY,W,6:35 PM,9:40 PM,MIRA,A120,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
43337,BIOL,277D,SERVICE LEARNING - BIOLOGY,TBA,0:00,0:00,MIRA,S5102,"MANSFIELD, G",9/9/2013,12/7/2013,12,5,OPEN
69652,BIOL,277D,SERVICE LEARNING - BIOLOGY,TBA,0:00,0:00,MIRA,S5212,"MCMAHON, M",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
76464,BIOL,277D,SERVICE LEARNING - BIOLOGY,T,9:35 AM,1:50 PM,MIRA,CLSRM,STAFF,9/9/2013,12/7/2013,12,5,CANCELLED
92530,BLAS,140A,HIST U.S./BLACK PERSPECTIVES,TH,1:15 PM,4:25 PM,MIRA,H102,"MERRITT, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
52692,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,"HAHN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
69298,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,"AGATHA, R",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
76358,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,"AGATHA, R",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
95652,BUSE,100,INTRODUCTION TO BUSINESS,TBA,0:00,0:00,MIRA,WEB,"AGATHA, R",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
88623,BUSE,100,INTRODUCTION TO BUSINESS,T,1:15 PM,4:25 PM,MIRA,M103,"RIVALDI, M",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
57815,BUSE,100,INTRODUCTION TO BUSINESS,W,1:15 PM,4:25 PM,MIRA,M103,"HAHN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75355,BUSE,101,BUSINESS MATHEMATICS,TBA,0:00,0:00,MIRA,WEB,"DURKEE, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57189,BUSE,101,BUSINESS MATHEMATICS,W,1:15 PM,4:25 PM,MIRA,M102,"DURKEE, M",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
63252,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,"SIMPSON, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
69279,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,"REMESHA, L",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
76360,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,"REMESHA, L",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
79576,BUSE,119,BUSINESS COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,"SIMPSON, D",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
81088,BUSE,119,BUSINESS COMMUNICATIONS,M,1:15 PM,4:25 PM,MIRA,M103,"MANOR, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
80999,BUSE,119,BUSINESS COMMUNICATIONS,M,6:35 PM,9:45 PM,MIRA,M103,"RIVALDI, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57191,BUSE,140,BUSINESS LAW & THE LEGAL ENVIR,TBA,0:00,0:00,MIRA,WEB,"HARRISON, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
